FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,IsActive,AgeAtStart
Spencer,Cole,2018-09-04,,Production Technician I,Michael Kelly,spencer.cole@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1971-07-13,MA,Laborer,Male,1880,Other,Widowed,Fully Meets,5,3218,2023-01-13,2,2,5,2023-01-21,Leadership Development,External,Incomplete,Stephensville,Dawn Gardner,2,526.6,True,47.0
Luisa,Monterro,2019-09-20,,Production Technician Ii,Kelly Hudson,luisa.monterro@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Executive,2000-08-16,MA,Administrator,Female,2126,Black,Widowed,Fully Meets,3,3219,2023-06-02,3,3,4,2023-03-28,Communication Skills,External,Passed,Vanessaport,Kaitlin Lynn,2,771.06,True,19.0
Sandy,Mckenna,2023-07-24,,Production Technician I,Brittney Collins,sandy.mckenna@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1980-11-10,MA,Tower Hand,Female,2184,Other,Divorced,Fully Meets,1,3220,2022-08-22,5,4,3,2022-11-11,Technical Skills,Internal,Failed,Hawkinsshire,John Alexander,4,839.86,True,42.0
Savanah,Baker,2023-07-05,,Production Technician I,Felicia Williams,savanah.baker@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Wireline Construction,1945-12-31,MA,Foreman,Male,69598,Other,Single,Fully Meets,4,3221,2023-01-04,1,3,5,2023-05-11,Communication Skills,Internal,Failed,Amymouth,Tracy Watson,4,628.77,True,77.0
Gloria,Small,2021-01-11,,Production Technician I,Andrea Welch,gloria.small@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Shop (Fleet),1990-08-14,MA,Manager,Female,28908,Hispanic,Married,Fully Meets,2,3222,2022-10-18,2,5,1,2022-09-25,Communication Skills,Internal,Completed,East Charleneberg,Jeffrey Robinson,3,433.67,True,30.0
Alisa,Aguirre,2022-11-06,,Production Technician I,Jennifer Lopez,alisa.aguirre@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Splicing,1952-12-10,MA,Splicer,Female,35854,Asian,Single,Fully Meets,5,3223,2022-11-11,4,4,2,2023-03-14,Communication Skills,Internal,Incomplete,Darinmouth,Eric Lucas,4,158.97,True,69.0
Sterling,Davila,2023-04-03,,Production Technician I,Dawn Schultz,sterling.davila@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,People Services,1970-06-02,MA,Manager,Female,69030,White,Single,Fully Meets,5,3224,2023-04-29,2,4,5,2022-09-14,Project Management,External,Completed,Fosterhaven,Carolyn Ward,2,107.77,True,52.0
Saniya,Bradley,2021-06-07,2023-06-23,Production Technician I,Emily Rodriguez,saniya.bradley@bilearner.com,EW,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1977-07-29,MA,Foreman,Female,8088,White,Divorced,Fully Meets,3,3225,2022-09-30,3,1,1,2023-07-26,Communication Skills,Internal,Completed,Leonardland,Wendy Jimenez,1,374.1,False,43.0
Drake,Ashley,2019-01-20,,Production Technician I,James Hamilton,drake.ashley@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Eng,1988-12-31,MA,Technician,Female,50972,Black,Married,Fully Meets,4,3226,2022-06-10,1,2,3,2023-03-01,Leadership Development,External,Incomplete,Sarahmouth,Yvette Myers,2,471.42,True,30.0
Rosemary,Manning,2021-11-20,2022-06-06,Production Technician I,Michelle Kramer,rosemary.manning@bilearner.com,TNS,Leave of Absence,Contract,Zone A,Temporary,Involuntary,Involuntary - Standard Separation,Production,Aerial,1969-08-07,MA,Groundman,Female,1013,Black,Widowed,Fully Meets,2,3227,2022-11-21,3,5,2,2023-01-05,Technical Skills,External,Incomplete,Figueroafort,John Ortiz,2,431.12,False,52.0
Adrianna,Johnston,2019-05-27,2022-08-18,Production Technician I,Melissa Bennett,adrianna.johnston@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Involuntary - Standard Separation,Production,Field Operations,1946-03-06,MA,Technician,Male,8223,Hispanic,Single,Fully Meets,2,3228,2022-11-13,3,5,3,2022-08-09,Customer Service,External,Passed,Websterstad,Valerie Gonzalez,3,272.77,False,73.0
Ruby,Bean,2022-12-18,,Production Technician I,Bruce West,ruby.bean@bilearner.com,WBL,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Engineers,1945-12-18,MA,Program Manager,Male,15997,Other,Widowed,Fully Meets,1,3229,2022-09-29,4,3,4,2022-12-30,Technical Skills,Internal,Incomplete,South Davidview,Charles Bender,3,757.48,True,76.0
Annalise,Avila,2021-05-13,2023-07-13,Production Technician I,Patricia Lee,annalise.avila@bilearner.com,NEL,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Resignation - Standard Separation,Production,Field Operations,1991-04-20,MA,Laborer,Female,55412,White,Single,Fully Meets,1,3230,2023-08-04,4,3,1,2022-10-14,Project Management,External,Completed,East Vincentstad,Kyle Horton,5,466.81,False,30.0
Carley,Irwin,2021-05-24,,Production Technician I,Peter Smith,carley.irwin@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Shop (Fleet),1997-05-14,MA,Shop,Female,97872,White,Divorced,Exceeds,2,3231,2022-11-12,5,3,3,2022-10-24,Customer Service,External,Failed,Port Timview,Alyssa Lowe,3,668.59,True,24.0
Makenzie,Mercer,2021-10-06,2022-05-19,Production Technician I,Carlos Miller,makenzie.mercer@bilearner.com,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Resignation,Resignation - Standard Separation,Production,General - Con,1974-11-18,MA,Laborer,Male,26785,Other,Divorced,Fully Meets,1,3232,2023-01-07,5,2,3,2023-06-27,Communication Skills,External,Failed,Danielleton,Brittany Davis,5,318.34,False,46.0
Julia,Vargas,2020-08-22,2020-08-26,Production Technician I,Jim Mccormick,julia.vargas@bilearner.com,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Voluntary - Standard Separation,Production,Engineers,1969-08-02,MA,Engineer,Male,14249,Asian,Widowed,Fully Meets,2,3233,2022-12-31,5,3,1,2022-12-28,Communication Skills,Internal,Incomplete,Tracyshire,Allison Brooks,2,403.42,False,51.0
Parker,Harrison,2021-08-23,,Production Technician I,Catherine Harris,parker.harrison@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Con,1959-04-25,MA,Administration,Male,52819,Black,Widowed,Fully Meets,3,3234,2023-09-04,1,3,4,2022-11-03,Leadership Development,Internal,Completed,South Katelyn,Lorraine Rodriguez,3,185.58,True,62.0
Emmett,York,2021-12-23,2022-10-17,Production Technician I,Jeffrey Webb,emmett.york@bilearner.com,EW,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Engineers,1963-01-08,MA,Engineer,Male,62173,Hispanic,Married,Fully Meets,2,3235,2022-10-22,3,4,1,2023-02-08,Project Management,Internal,Failed,Murphyland,Mark Moore,3,667.23,False,58.0
Landin,Walton,2022-01-24,2022-03-27,Production Technician Ii,James Williamson,landin.walton@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,People Services,1979-04-06,MA,Cpo,Female,8702,Asian,Married,Fully Meets,5,3236,2023-04-28,2,4,1,2022-12-17,Communication Skills,Internal,Completed,Jonesview,Karen Whitehead,5,209.99,False,42.0
Landon,Mayo,2022-11-21,,Production Technician Ii,Samantha David,landon.mayo@bilearner.com,PL,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Eng,1987-08-12,MA,Drafter,Male,69369,White,Married,Fully Meets,4,3237,2023-10-02,5,1,2,2023-06-12,Leadership Development,Internal,Failed,West Ryanside,Tiffany Barajas,5,114.81,True,35.0
Abby,Estes,2018-12-04,2022-07-01,Production Technician Ii,Anne Gomez,abby.estes@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Voluntary - Standard Separation,Production,Wireline Construction,2000-04-09,MA,Vp,Male,39455,Other,Divorced,Fully Meets,4,3238,2023-05-04,5,3,5,2023-02-08,Project Management,External,Incomplete,Monicahaven,Alexander Tanner,2,964.12,False,18.0
Rachael,Pena,2019-06-02,,Production Technician Ii,Brenda Chandler,rachael.pena@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1992-07-19,MA,Operator,Male,74781,Black,Single,Fully Meets,3,3239,2023-06-13,5,2,5,2022-10-15,Leadership Development,External,Passed,Martinezside,Amber Williams,1,818.77,True,26.0
Kyan,Fritz,2018-08-12,2019-07-05,Production Technician Ii,Taylor Kim,kyan.fritz@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Voluntary - Standard Separation,Production,Shop (Fleet),1980-05-03,MA,Shop,Female,60148,Asian,Married,Fully Meets,2,3240,2022-08-22,2,5,4,2022-10-15,Project Management,External,Passed,Carlosland,James Evans,3,801.31,False,38.0
Lana,Vega,2022-05-15,,Production Technician Ii,Jessica Lawson,lana.vega@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1947-11-12,MA,Administrator,Female,56978,White,Divorced,Fully Meets,1,3241,2023-03-06,1,5,3,2022-10-14,Communication Skills,Internal,Completed,Kennethport,Kevin Ramirez,5,674.84,True,74.0
Alma,Fischer,2021-11-23,2022-04-21,Production Technician I,Krista Hernandez,alma.fischer@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Resignation - Standard Separation,Production,Aerial,1955-04-13,MA,Lineman,Male,46927,Hispanic,Single,Fully Meets,3,3242,2023-09-06,3,3,1,2022-10-25,Communication Skills,Internal,Incomplete,New Ericberg,Tricia Nelson,2,364.55,False,66.0
Harley,Peterson,2020-12-13,,Production Technician I,Danielle Collins,harley.peterson@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Splicing,1955-08-02,MA,Technician,Male,63497,Hispanic,Married,Fully Meets,2,3243,2022-11-25,2,3,1,2022-09-20,Technical Skills,Internal,Completed,Dominguezmouth,Amanda Olsen,1,174.03,True,65.0
Kade,Stokes,2021-07-28,,Production Technician I,Mary Hines,kade.stokes@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Shop (Fleet),1948-12-17,MA,Mechanic,Female,67772,Black,Divorced,Fully Meets,2,3244,2023-03-25,2,1,1,2022-12-01,Communication Skills,Internal,Failed,Port Kimberlyshire,Ricky Thomas,4,816.37,True,72.0
Leonel,Tanner,2019-06-07,2021-12-30,Production Technician I,Mrs. Vickie Barber,leonel.tanner@bilearner.com,CCDR,Terminated for Cause,Full-Time,Zone A,Full-Time,Voluntary,Voluntary - Standard Separation,Production,Field Operations,1948-10-04,MA,Laborer,Female,62905,Black,Married,Fully Meets,1,3245,2022-11-18,3,5,2,2023-04-29,Project Management,External,Incomplete,New Kennethside,John Higgins,1,163.79,False,70.0
Natalia,Burns,2019-06-12,2021-05-25,Production Technician I,Barry Hernandez,natalia.burns@bilearner.com,SVG,Terminated for Cause,Part-Time,Zone C,Part-Time,Retirement,Retirement - Standard Separation,Production,Safety,1988-04-15,MA,Safety,Female,16673,White,Married,Fully Meets,4,3246,2023-03-05,1,1,4,2023-01-31,Technical Skills,Internal,Failed,Seanstad,Jessica Crawford,1,325.19,False,31.0
Hailee,Raymond,2023-04-20,2023-08-06,Production Technician I,Glenn Kelly,hailee.raymond@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1943-07-18,MA,Operator,Female,85847,Black,Single,Fully Meets,3,3247,2023-06-26,2,5,4,2023-02-26,Communication Skills,Internal,Completed,West Brianborough,Monique Howard,1,834.12,False,79.0
Micah,Douglas,2018-08-07,2023-07-19,Production Technician I,Amy Reeves,micah.douglas@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1967-03-18,MA,Clerical,Female,27168,Hispanic,Single,Fully Meets,5,3248,2022-04-11,4,3,3,2023-01-28,Customer Service,External,Completed,Jacksonshire,Jessica Miller,2,222.11,False,51.0
Kaley,Pollard,2018-12-06,,Production Technician I,Mark Rodriguez,kaley.pollard@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Underground,1948-01-18,MA,Laborer,Male,26745,Black,Single,Fully Meets,3,3249,2023-03-02,3,2,5,2023-03-08,Communication Skills,Internal,Failed,Nelsonside,Beth Kennedy,4,875.83,True,70.0
Seth,Fletcher,2021-03-25,,Production Technician I,Shawn Wallace,seth.fletcher@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Project Management - Con,1997-11-06,MA,Supervisor,Male,25590,Asian,Married,Fully Meets,2,3250,2022-11-15,1,1,3,2023-02-06,Communication Skills,External,Completed,Moodyborough,Amanda Black,1,232.39,True,23.0
Elliana,Thomas,2019-02-15,2019-04-25,Production Technician I,Natalie Cox,elliana.thomas@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Resignation - Standard Separation,Production,Field Operations,1956-12-04,MA,Laborer,Male,36234,White,Divorced,Fully Meets,5,3251,2023-09-04,5,1,2,2022-11-25,Leadership Development,Internal,Completed,Castanedaville,Roberto Stone,4,719.24,False,62.0
Edward,Chung,2023-03-14,,Production Technician I,Sarah Cannon,edward.chung@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Shop (Fleet),1993-02-11,MA,Mechanic,Female,29287,Black,Divorced,PIP,4,3252,2023-05-08,1,3,1,2022-11-08,Communication Skills,Internal,Incomplete,Port Loriport,Lynn Nielsen,5,102.7,True,30.0
Tessa,Estes,2019-09-01,2021-06-01,Production Technician I,Terrance Pitts,tessa.estes@bilearner.com,PL,Leave of Absence,Part-Time,Zone A,Part-Time,Involuntary,Involuntary - Standard Separation,Production,Field Operations,1993-05-15,MA,Technician,Female,46895,White,Single,Fully Meets,2,3253,2023-03-28,1,3,1,2023-04-21,Communication Skills,External,Failed,Heatherstad,Matthew Bennett,2,869.46,False,26.0
Charlie,Carson,2021-02-23,2022-07-13,Production Technician I,Samantha Gilbert,charlie.carson@bilearner.com,BPC,Leave of Absence,Full-Time,Zone B,Temporary,Voluntary,Voluntary - Standard Separation,Production,General - Sga,1989-08-20,MA,Administration,Male,25093,Other,Widowed,Fully Meets,3,3254,2022-10-30,2,4,1,2023-05-09,Leadership Development,External,Failed,Port Dillon,Richard Martin,2,823.95,False,31.0
Lawson,Zuniga,2023-03-22,,Production Technician I,Natalie Lang,lawson.zuniga@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Yard (Material Handling),1961-06-05,MA,Runner,Male,65332,Other,Widowed,Fully Meets,3,3255,2023-02-17,1,4,1,2022-08-07,Leadership Development,External,Incomplete,West Erin,Amber Pope,3,975.75,True,61.0
Coleman,Huffman,2019-01-24,,Production Technician I,Kelsey Calhoun Dds,coleman.huffman@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1954-11-15,MA,Flagger,Male,4750,Black,Divorced,Fully Meets,5,3256,2023-04-07,4,1,4,2023-04-01,Customer Service,External,Failed,Stoneborough,Jeffrey Gutierrez,4,202.81,True,64.0
Sanaa,Reilly,2020-11-19,,Production Technician Ii,Jeffrey Terry,sanaa.reilly@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1986-10-04,MA,Laborer,Female,89893,Other,Single,Fully Meets,3,3257,2022-09-10,1,3,5,2023-06-24,Project Management,External,Completed,North Michellefort,Molly Gutierrez,3,309.86,True,34.0
Slade,Randolph,2023-02-15,,Production Technician Ii,David Vargas,slade.randolph@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Aerial,1971-05-23,MA,Foreman,Male,27959,White,Single,Fully Meets,2,3258,2022-10-16,4,4,3,2023-07-16,Leadership Development,Internal,Completed,South Laura,William Bowman,2,909.73,True,51.0
Dania,Hale,2022-05-09,2022-06-10,Production Technician Ii,Matthew York,dania.hale@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Resignation,Resignation - Standard Separation,Production,Field Operations,1946-11-25,MA,Tower Hand,Male,71536,Hispanic,Single,Fully Meets,2,3259,2022-07-11,5,2,1,2023-01-11,Project Management,Internal,Failed,Jeffreytown,Beth Lopez,5,577.84,False,75.0
Roland,Orozco,2021-10-06,,Production Technician Ii,Michael Mathews,roland.orozco@bilearner.com,SVG,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Con,1992-06-17,MA,Splicer,Male,86352,Hispanic,Single,Fully Meets,3,3260,2022-10-27,5,2,1,2022-12-03,Customer Service,External,Failed,Mooreland,Debbie Mccormick,2,681.18,True,29.0
Kaylen,Fisher,2021-01-17,2023-06-25,Production Technician Ii,Philip Jackson,kaylen.fisher@bilearner.com,EW,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Involuntary - Standard Separation,Production,Field Operations,1948-01-03,MA,Administrative,Male,18868,Hispanic,Widowed,Fully Meets,4,3261,2023-07-06,2,2,1,2023-04-17,Project Management,External,Failed,Scottmouth,Sharon Mcconnell,3,253.14,False,73.0
Kasey,Preston,2022-03-22,,Production Technician Ii,Samantha Williams,kasey.preston@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Catv,1984-01-27,MA,Laborer,Female,69534,Black,Divorced,PIP,4,3262,2022-06-10,4,3,3,2023-05-10,Communication Skills,Internal,Passed,New Joshuamouth,Ian Brown,4,959.73,True,38.0
Cruz,Davila,2022-04-20,2023-04-30,Production Technician I,Renee Jones Dvm,cruz.davila@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,Involuntary - Standard Separation,Production,Engineers,1990-04-14,MA,Drafter,Male,41746,Asian,Single,PIP,2,3263,2023-06-18,1,3,2,2023-04-11,Project Management,Internal,Passed,Jonathanstad,Patricia Boone,5,320.26,False,32.0
Alani,Phillips,2021-12-31,2023-05-10,Production Technician I,Jim Melton,alani.phillips@bilearner.com,PL,Terminated for Cause,Part-Time,Zone C,Part-Time,Involuntary,Involuntary - Standard Separation,Production,General - Eng,1950-09-06,MA,Engineer,Male,16282,Asian,Married,Fully Meets,5,3264,2023-07-19,1,4,3,2022-09-01,Leadership Development,Internal,Failed,Stephentown,Joe Garcia,4,506.18,False,71.0
Giovanni,Klein,2018-10-31,,Production Technician I,Anna Hogan,giovanni.klein@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Aerial,1993-01-23,MA,Groundman,Female,26076,Asian,Single,Fully Meets,1,3265,2022-10-09,4,3,2,2022-12-07,Customer Service,External,Failed,Fergusonmouth,Taylor Bradley,1,721.96,True,25.0
Max,Mahoney,2020-07-24,,Production Technician I,Andrew Garcia,max.mahoney@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1996-08-23,MA,Laborer,Female,22339,Black,Married,Fully Meets,2,3266,2023-01-17,1,2,3,2022-11-17,Project Management,External,Incomplete,East Bridget,Michael Mercado,5,157.85,True,23.0
Perla,Terry,2019-12-12,2020-01-17,Production Technician I,Lindsey Aguilar,perla.terry@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1963-07-11,MA,Laborer,Female,52402,Other,Single,Fully Meets,5,3267,2023-06-14,1,5,2,2022-10-27,Communication Skills,External,Incomplete,East Rebekah,Brittany Trevino,1,980.78,False,56.0
Makai,Ochoa,2023-06-22,,Production Technician I,Terry Andrade,makai.ochoa@bilearner.com,EW,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1962-08-21,MA,Driver,Female,43825,Asian,Single,Fully Meets,2,3268,2023-06-30,1,5,4,2023-06-24,Project Management,Internal,Failed,Daleland,Kelly Miller,5,988.08,True,60.0
Caiden,Hogan,2021-06-20,,Production Technician I,Amanda Ball,caiden.hogan@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Field Operations,2000-08-04,MA,Laborer,Male,92624,Asian,Married,Fully Meets,1,3269,2022-11-30,1,5,2,2023-04-11,Customer Service,Internal,Passed,West Shirley,Anna Clark,1,322.45,True,20.0
